localisation;siege_lib;type_d_etablissement;implantation_lib;coordonnees;bcnag_n_nature_uai_libelle_editi;services;date_ouverture;effectif;bcnag_n_type_uai_libelle_edition;uai;ur;ur_lib;etablissement_uai;sigle;identifiant_eter;identifiant_wikidata;element_wikidata;identifiant_grid;element_grid;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;code_pays;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;type_uai;nature_uai
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse>Toulouse;Institut national polytechnique de Toulouse;Institut national polytechnique;SERVICE COMMUN DE DOCUMENTATION UNIVERSITAIRE    INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE;43.5542809068,1.50483820584;Service commun de documentation;Documentation;1995-07-18;;Services communs des universités;0312481D;0311381H;INP TOULOUSE;0311381H;INPT;FR0037;Q3152453;https://www.wikidata.org/entity/Q3152453;grid.15363.32;https://www.grid.ac/institutes/grid.15363.32;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;6  ALLÉE EMILE MONSO;;BP4038;31029;TOULOUSE CEDEX 4;;SERV;526
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Gers>Auch>Auch;Université de Toulouse 3 - Paul Sabatier;Université;INSTITUT UNIVERSITAIRE DE TECHNOLOGIE;43.6469269053,0.5771334239629999;Antenne délocalisée d'IUT;;1990-01-10;525;Universités et INP hors écoles d'ingenieurs;0320691C;0311086M;IUT TOULOUSE 3;0311384L;;FR0040;Q1273188;https://www.wikidata.org/entity/Q1273188;grid.15781.3a;https://www.grid.ac/institutes/grid.15781.3a;32013;Auch;UU32401;Auch;D032;Gers;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;24 RUE D'EMBAQUES;;;32000;AUCH;;UNIV;543
Languedoc-Roussillon - Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse>Toulouse;Université de Toulouse 3 - Paul Sabatier;Université;SERVICE COMMUN DE LA COMMUNICATION MULTIMÉDIA      UNIVERSITÉ TOULOUSE 3;43.5590387297,1.4573091166499998;Service général;Numérique, multimédia, enseignement à distance;1997-01-28;;Services communs des universités;0312495U;0311384L;UNIVERSITE TOULOUSE 3;0311384L;;FR0040;Q1273188;https://www.wikidata.org/entity/Q1273188;grid.15781.3a;https://www.grid.ac/institutes/grid.15781.3a;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;100;CHU RANGUEIL BAT. L3;AVENUE JEAN POULHES;;;31062;TOULOUSE CEDEX 9;;SERV;533
Aquitaine - Limousin - Poitou-Charentes>Bordeaux>Gironde>Bordeaux>Bordeaux;Communauté d'universités et établissements d'Aquitaine;Communauté d'universités et établissements;COMMUNAUTÉ D'UNIVERSITÉS ET ÉTABLISSEMENTS D'AQUITAINE;44.8248809686,-0.577665378667;Communauté d'universités et établissements;;2007-01-09;;Universités et INP hors écoles d'ingenieurs;0333178A;0333178A;COMUE D'AQUITAINE;0333178A;;;Q13344;https://www.wikidata.org/entity/Q13344;grid.460739.f;https://www.grid.ac/institutes/grid.460739.f;33063;Bordeaux;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;100;;166  COURS DE L ARGONNE;;;33000;BORDEAUX;;UNIV;500
Bretagne>Rennes>Côtes-d'Armor>Saint-Brieuc>Saint-Brieuc;Université Rennes 2;Université;ANT UFR STAPS;48.5128992425,-2.74175859199;Antenne délocalisée d'une composante d'université;;1996-01-09;453;Universités et INP hors écoles d'ingenieurs;0221886F;0350919J;UFR STAPS;0350937D;;FR0063;Q459026;https://www.wikidata.org/entity/Q459026;grid.11619.3e;https://www.grid.ac/institutes/grid.11619.3e;22278;Saint-Brieuc;UU22501;Saint-Brieuc;D022;Côtes-d'Armor;A14;Rennes;R53;Bretagne;100;;2  AVENUE ANTOINE MAZIER;;;22015;ST BRIEUC CEDEX 1;;UNIV;530
Auvergne - Rhône-Alpes>Grenoble>Drôme>Valence>Valence;Grenoble INP;Grand établissement;ECOLE D'INGÉNIEURS EN SYSTÈMES AVANCÉS ET RÉSEAUX;44.9172847169,4.91361470701;Ecole d'ingénieurs;;2008-01-07;420;Ecoles d'ingénieurs;0261459V;0381912X;INST POLYTECHNIQUE GRENOBLE;0381912X;;FR0076;Q1665121;https://www.wikidata.org/entity/Q1665121;grid.5676.2;https://www.grid.ac/institutes/grid.5676.2;26362;Valence;UU00651;Valence;D026;Drôme;A08;Grenoble;R84;Auvergne - Rhône-Alpes;100;;50  RUE BARTHELEMY DE LAFFEMAS;;BP54;26902;VALENCE CEDEX 9;;ING;553
Auvergne - Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;Université de Grenoble Alpes;Université;UNITÉ DE FORMATION ET DE RECHERCHE DE SCIENCES HUMAINES - UNIVERSITÉ GRENOBLE ALPES;45.1908165178,5.76790497011;Unité de formation et de recherche (hors santé);;1988-02-19;1493;Universités et INP hors écoles d'ingenieurs;0382906C;0383493R;UNIVERSITE GRENOBLE ALPES;0383493R;UGA;;Q945876;https://www.wikidata.org/entity/Q945876;;;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;100;;1281  AVENUE CENTRALE;;BP47;38040;GRENOBLE CEDEX 9;;UNIV;539
Auvergne - Rhône-Alpes>Lyon>Loire>Saint-Étienne>Saint-Étienne;Université Jean Monnet;Université;TELECOM SAINT ETIENNE;45.4534618447,4.38714649486;Ecole d'ingénieurs;;1991-09-13;444;Ecoles d'ingénieurs;0422026Z;0421095M;UNIVERSITE SAINT ETIENNE;0421095M;;FR0082;Q623154;https://www.wikidata.org/entity/Q623154;grid.6279.a;https://www.grid.ac/institutes/grid.6279.a;42218;Saint-Étienne;UU00753;Saint-Étienne;D042;Loire;A10;Lyon;R84;Auvergne - Rhône-Alpes;100;;25  RUE DOCTEUR REMY ANNINO;;;42000;ST ETIENNE;;ING;553
Auvergne - Rhône-Alpes>Lyon>Loire>Saint-Étienne>Saint-Étienne;Université Jean Monnet;Université;CENTRE DE MICROSCOPIE ELECTRONIQUE STEPHANOIS      UNIVERSITE DE SAINT ETIENNE;45.4107819861,4.3887913016799995;Service général;Service général;2000-01-09;;Services communs des universités;0422172H;0421095M;UNIVERSITE SAINT ETIENNE;0421095M;;FR0082;Q623154;https://www.wikidata.org/entity/Q623154;grid.6279.a;https://www.grid.ac/institutes/grid.6279.a;42218;Saint-Étienne;UU00753;Saint-Étienne;D042;Loire;A10;Lyon;R84;Auvergne - Rhône-Alpes;100;;15  RUE AMBROISE PARE;;;42023;ST ETIENNE CEDEX 2;;SERV;533
Pays de la Loire>Nantes>Loire-Atlantique>Nantes>Nantes;Université de Nantes;Université;UNITÉ DE FORMATION ET DE RECHERCHE SCIENCES PHARMACEUTIQUES ET BIOLOGIQUES, UNIVERSITÉ DE NANTES;47.2110279393,-1.55545810104;Unité de formation et de recherche en santé;;1971-06-05;777;Universités et INP hors écoles d'ingenieurs;0441512E;0440984F;UNIVERSITE NANTES;0440984F;;FR0087;Q259388;https://www.wikidata.org/entity/Q259388;grid.4817.a;https://www.grid.ac/institutes/grid.4817.a;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;100;;1  RUE GASTON VEIL;;BP53508;44035;NANTES CEDEX 1;;UNIV;537
Pays de la Loire>Nantes>Sarthe>Le Mans>Le Mans;Université de Nantes;Université;ANTENNE DU MANS DE L'ÉCOLE SUPÉRIEURE DU PROFESSORAT ET DE L'ÉDUCATION DE L'ACADÉMIE DE NANTES;48.0176511866,0.15575660193899998;Antenne d'école supérieure du professorat et de l'éducation;;1965-01-05;230;Formation initiale continue des professeurs;0720061A;0442764R;ESPE ACADEMIE NANTES;0440984F;;FR0087;Q259388;https://www.wikidata.org/entity/Q259388;grid.4817.a;https://www.grid.ac/institutes/grid.4817.a;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;100;;11  BOULEVARD DE PYTAGORE;;;72016;LE MANS CEDEX 2;;FORP;569
Pays de la Loire>Nantes>Sarthe>Le Mans>Coulaines;Université de Nantes;Université;ECOLE PRIMAIRE ANNEXE MOLIÈRE;48.0213847078,0.202936035606;Ecole élémentaire annexe d'ESPE;;1967-01-31;;Ecoles d'application du premier degré;0720488P;0720061A;ANTENNE ESPE LE MANS;0440984F;;FR0087;Q259388;https://www.wikidata.org/entity/Q259388;grid.4817.a;https://www.grid.ac/institutes/grid.4817.a;72095;Coulaines;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;100;;3  RUE MOLIERE;;;72190;COULAINES;;APPL;152
Centre-Val de Loire>Orléans-Tours>Loiret>Orléans>Orléans;Université d'Orléans;Université;SERVICE COMMUN INFORMATION;47.845639272,1.9404630857199998;Service commun d'information et d'orientation;Information et orientation;1976-09-20;;Services communs des universités;0451218E;0450855K;UNIVERSITE ORLEANS;0450855K;;FR0092;Q13334;https://www.wikidata.org/entity/Q13334;grid.112485.b;https://www.grid.ac/institutes/grid.112485.b;45234;Orléans;UU45701;Orléans;D045;Loiret;A18;Orléans-Tours;R24;Centre-Val de Loire;100;;4  RUE L DE VINCI;;BP6102;45000;ORLEANS;;SERV;525
Centre-Val de Loire>Orléans-Tours>Eure-et-Loir>Chartres>Chartres;Université d'Orléans;Université;ANTENNE DE CHARTRES DE POLYTECH ORLÉANS - UNIVERSITÉ D'ORLÉANS;48.435559,1.48717;Partie délocalisée d'un établissement de l'enseignement supérieur;;2015-01-09;;Universités et INP hors écoles d'ingenieurs;0281168T;0451638L;POLYTECH ORLEANS;0450855K;;FR0092;Q13334;https://www.wikidata.org/entity/Q13334;grid.112485.b;https://www.grid.ac/institutes/grid.112485.b;28085;Chartres;UU28501;Chartres;D028;Eure-et-Loir;A18;Orléans-Tours;R24;Centre-Val de Loire;100;;21 RUE LOIGNY LA BATAILLE;;;28000;CHARTRES;;UNIV;507
Centre-Val de Loire>Orléans-Tours>Cher>Bourges>Bourges;Université d'Orléans;Université;ANTENNE DE BOURGES DE L'ÉCOLE SUPÉRIEURE DU PROFESSORAT ET DE L'ÉDUCATION DE L'ACADÉMIE D'ORLÉANS-TOURS;47.0825431038,2.41874294741;Antenne d'école supérieure du professorat et de l'éducation;;1991-01-09;116;Formation initiale continue des professeurs;0180859L;0451724E;ESPE ACADEMIE ORLEANS-TOURS;0450855K;;FR0092;Q13334;https://www.wikidata.org/entity/Q13334;grid.112485.b;https://www.grid.ac/institutes/grid.112485.b;18033;Bourges;UU18501;Bourges;D018;Cher;A18;Orléans-Tours;R24;Centre-Val de Loire;100;;RUE EMILE HILAIRE AMAGAT;;;18000;BOURGES;;FORP;569
Pays de la Loire>Nantes>Maine-et-Loire>Cholet>Cholet;Université d'Angers;Université;ANTENNE INSTITUT UNIVERSITAIRE DE TECHNOLOGIE D'ANGERS;47.049119567299996,-0.86340540807;Antenne délocalisée d'IUT;;1995-01-09;156;Universités et INP hors écoles d'ingenieurs;0492191R;0490769V;IUT ANGERS;0490970N;;FR0099;Q1538727;https://www.wikidata.org/entity/Q1538727;grid.7252.2;https://www.grid.ac/institutes/grid.7252.2;49099;Cholet;UU49501;Cholet;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;100;;3 RUE HENRI HURE;;;49300;CHOLET;;UNIV;543
Alsace - Champagne-Ardenne - Lorraine>Reims>Marne>Châlons-en-Champagne>Châlons-en-Champagne;Université de Reims Champagne-Ardenne;Université;IUT REIMS (CHÂLONS EN CHAMPAGNE);48.959421184199996,4.3567803236;Antenne délocalisée d'IUT;;1994-01-09;325;Universités et INP hors écoles d'ingenieurs;0512004B;0511026N;IUT REIMS;0511296G;URCA;FR0102;Q2496149;https://www.wikidata.org/entity/Q2496149;grid.11667.37;https://www.grid.ac/institutes/grid.11667.37;51108;Châlons-en-Champagne;UU51501;Châlons-en-Champagne;D051;Marne;A19;Reims;R44;Alsace - Champagne-Ardenne - Lorraine;100;;CHAUSSÉE DU PORT;;;51000;CHALONS EN CHAMPAGNE;;UNIV;543
Alsace - Champagne-Ardenne - Lorraine>Reims>Marne>Reims>Reims;Université de Reims Champagne-Ardenne;Université;SERVICE D'ENSEIGNEMENT A DISTANCE, UNIVERSITÉ DE REIMS;49.236839802,4.00288270561;Composante d'université avec formation diplômante;;1969-01-09;;Universités et INP hors écoles d'ingenieurs;0511817Y;0511296G;UNIVERSITE REIMS;0511296G;URCA;FR0102;Q2496149;https://www.wikidata.org/entity/Q2496149;grid.11667.37;https://www.grid.ac/institutes/grid.11667.37;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R44;Alsace - Champagne-Ardenne - Lorraine;100;;57  RUE PIERRE TAITTINGER;;;51096;REIMS CEDEX;;UNIV;540
Alsace - Champagne-Ardenne - Lorraine>Reims>Ardennes>Charleville-Mézières>Charleville-Mézières;Université de Reims Champagne-Ardenne;Université;ANTENNE DE CHARLEVILLE-MÉZIÈRES DE L'ÉCOLE SUPÉRIEURE DU PROFESSORAT ET DE L'ÉDUCATION DE L'ACADÉMIE DE REIMS;49.737821398,4.71856646219;Antenne d'école supérieure du professorat et de l'éducation;;1965-01-05;106;Formation initiale continue des professeurs;0080057U;0512146F;ESPE ACADEMIE REIMS;0511296G;URCA;FR0102;Q2496149;https://www.wikidata.org/entity/Q2496149;grid.11667.37;https://www.grid.ac/institutes/grid.11667.37;08105;Charleville-Mézières;UU08501;Charleville-Mézières;D008;Ardennes;A19;Reims;R44;Alsace - Champagne-Ardenne - Lorraine;100;;5  AVENUE PIERRE MENDES FRANCE;;;08000;CHARLEVILLE MEZIERES;;FORP;569
Alsace - Champagne-Ardenne - Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Vandoeuvre-lès-Nancy;Université de Lorraine;Grand établissement;ECOLE NATIONALE SUPÉRIEURE D'ELECTRICITÉ ET DE MÉCANIQUE DE L'UNIVERSITÉ DE LORRAINE;48.6510670519,6.14496122692;Ecole d'ingénieurs;;1971-06-05;459;Ecoles d'ingénieurs;0540121N;0542493S;UNIVERSITÉ  LORRAINE;0542493S;;FR0105;Q14312802;https://www.wikidata.org/entity/Q14312802;grid.29172.3f;https://www.grid.ac/institutes/grid.29172.3f;54547;Vandoeuvre-lès-Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;100;;2 avenue DE LA FORET DE HAYE;;BP172;54505;VANDOEUVRE LES NANCY CEDEX;;ING;553
Alsace - Champagne-Ardenne - Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Nancy;Université de Lorraine;Grand établissement;ECOLE EUROPÉENNE D'INGÉNIEURS EN GÉNIE DES MATÉRIAUX DE L'UNIVERSITÉ DE LORRAINE;48.6954415034,6.19324341119;Ecole d'ingénieurs;;1991-01-10;397;Ecoles d'ingénieurs;0542259M;0542493S;UNIVERSITÉ  LORRAINE;0542493S;;FR0105;Q14312802;https://www.wikidata.org/entity/Q14312802;grid.29172.3f;https://www.grid.ac/institutes/grid.29172.3f;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;100;;6  RUE BASTIEN LEPAGE;;BP630;54010;NANCY CEDEX;;ING;553
Alsace - Champagne-Ardenne - Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Nancy;Université de Lorraine;Grand établissement;CENTRE DE FORMATION AUX CARRIÈRES DES BIBLIOTHÈQUES DU LIVRE ET DE LA DOCUMENTATION DE L'UNIVERSITÉ DE LORRAINE;48.6826211886,6.16210756513;Centre de formation aux carrières des bibliothèques;;1996-01-09;;Universités et INP hors écoles d'ingenieurs;0542365C;0542493S;UNIVERSITÉ  LORRAINE;0542493S;;FR0105;Q14312802;https://www.wikidata.org/entity/Q14312802;grid.29172.3f;https://www.grid.ac/institutes/grid.29172.3f;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;100;;2 TER BOULEVARD CHARLEMAGNE;;;54000;NANCY;;UNIV;555
Alsace - Champagne-Ardenne - Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Nancy;Université de Lorraine;Grand établissement;ANTENNE DE NANCY-MAXÉVILLE DE L'ECOLE SUPÉRIEURE DU PROFESSORAT ET DE L'EDUCATION DE L'ACADÉMIE DE NANCY-METZ DE L'UNIVERSITÉ DE LORRAINE;48.704147384,6.16501000195;Antenne d'école supérieure du professorat et de l'éducation;;1991-01-09;354;Formation initiale continue des professeurs;0542263S;0542497W;ESPE ACADEMIE NANCY-METZ;0542493S;;FR0105;Q14312802;https://www.wikidata.org/entity/Q14312802;grid.29172.3f;https://www.grid.ac/institutes/grid.29172.3f;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;100;;54 BIS BOULEVARD DE SCARPONE;;;54000;NANCY;;FORP;569
Bretagne>Rennes>Morbihan>Lorient>Lorient;Université de Bretagne-Sud;Université;SERVICE COMMUN DE LA DOCUMENTATION DE L'UNIVERSITE DE BRETAGNE SUD A LORIENT;47.7455886398,-3.38941204831;Service commun de documentation;Documentation;1997-01-09;;Services communs des universités;0561779E;0561718N;UNIVERSITE BRETAGNE SUD;0561718N;UBS;FR0108;Q1125958;https://www.wikidata.org/entity/Q1125958;grid.267180.a;https://www.grid.ac/institutes/grid.267180.a;56121;Lorient;UU56601;Lorient;D056;Morbihan;A14;Rennes;R53;Bretagne;100;;25  RUE ARMAND GUILLEMOT;;BP92116;56321;LORIENT CEDEX;;SERV;526
Nord-Pas-de-Calais - Picardie>Lille>Nord>Maubeuge>Maubeuge;Université de Valenciennes et du Hainaut-Cambrésis;Université;ANTENNE DE L'INSTITUT DES SCIENCES ET TECHNIQUES UNIVERSITÉ DE VALENCIENNES;50.2833314317,3.94083469683;Antenne délocalisée d'une composante d'université;;1988-01-09;58;Universités et INP hors écoles d'ingenieurs;0595875R;0590307N;INSTITUT SCIENCES TECHNIQUES;0593279U;;FR0122;Q1548539;https://www.wikidata.org/entity/Q1548539;grid.12810.3a;https://www.grid.ac/institutes/grid.12810.3a;59392;Maubeuge;UU59601;Maubeuge;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;;Z I PETITE SAVATE RTE MA;;59600;MAUBEUGE;;UNIV;530
Nord-Pas-de-Calais - Picardie>Lille>Nord>Valenciennes>Aulnoy-lez-Valenciennes;Université de Valenciennes et du Hainaut-Cambrésis;Université;IUP EN GENIE CIVIL ET INFRASTRUCTURES;50.3271897399,3.5145781013799997;Institut universitaire professionnalisé;;1995-01-07;;Universités et INP hors écoles d'ingenieurs;0596246U;0590307N;INSTITUT SCIENCES TECHNIQUES;0593279U;;FR0122;Q1548539;https://www.wikidata.org/entity/Q1548539;grid.12810.3a;https://www.grid.ac/institutes/grid.12810.3a;59032;Aulnoy-lez-Valenciennes;UU59701;Valenciennes;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;;LE MONT HOUY;;59304;VALENCIENNES CEDEX;;UNIV;541
Nord-Pas-de-Calais - Picardie>Lille>Nord>Valenciennes>Valenciennes;Université de Valenciennes et du Hainaut-Cambrésis;Université;INSTITUT DES SCIENCES JURIDIQUES ECONOMIQUES ET DE GESTION;50.3647934175,3.52890431696;Composante d'université avec formation diplômante;;1979-05-16;1186;Universités et INP hors écoles d'ingenieurs;0595345P;0593279U;UNIVERSITE VALENCIENNES;0593279U;;FR0122;Q1548539;https://www.wikidata.org/entity/Q1548539;grid.12810.3a;https://www.grid.ac/institutes/grid.12810.3a;59606;Valenciennes;UU59701;Valenciennes;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;RUE DES CENT TÊTES;CAMPUS LES TERTIALES;;59300;VALENCIENNES;;UNIV;540
Nord-Pas-de-Calais - Picardie>Lille>Nord>Lille>Villeneuve-d'Ascq;Université Lille 1 - Sciences technologies;Université;A;50.6095221001,3.13711007597;Unité de formation et de recherche (hors santé);;1971-05-05;1506;Universités et INP hors écoles d'ingenieurs;0592871A;0593559Y;UNIVERSITE LILLE 1;0593559Y;;FR0123;Q500740;https://www.wikidata.org/entity/Q500740;grid.4461.7;https://www.grid.ac/institutes/grid.4461.7;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;CITÉ SCIENTIFIQUE;;;59655;VILLENEUVE D ASCQ CEDEX;;UNIV;539
Nord-Pas-de-Calais - Picardie>Lille>Nord>Lille>Villeneuve-d'Ascq;Université Lille 1 - Sciences technologies;Université;INSTITUT DE RECHERCHE DANS L'ENSEIGNEMENT DES MATHEMATIQUES;50.6089116854,3.13885162039;Institut de recherche sur l'enseignement des mathématiques;;1973-09-17;;Universités et INP hors écoles d'ingenieurs;0594501X;0593559Y;UNIVERSITE LILLE 1;0593559Y;;FR0123;Q500740;https://www.wikidata.org/entity/Q500740;grid.4461.7;https://www.grid.ac/institutes/grid.4461.7;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;CITÉ SCIENTIFIQUE;;;59655;VILLENEUVE D ASCQ CEDEX;;UNIV;557
Nord-Pas-de-Calais - Picardie>Lille>Nord>Lille>Villeneuve-d'Ascq;Université Lille 1 - Sciences technologies;Université;ECOLE POLYTECHNIQUE UNIVERSITAIRE DE LILLE;50.6077402328,3.13666519046;Ecole d'ingénieurs;;2002-01-09;2114;Ecoles d'ingénieurs;0596610P;0593559Y;UNIVERSITE LILLE 1;0593559Y;;FR0123;Q500740;https://www.wikidata.org/entity/Q500740;grid.4461.7;https://www.grid.ac/institutes/grid.4461.7;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;AVENUE PAUL LANGEVIN;;;59655;VILLENEUVE D ASCQ CEDEX;;ING;553
Nord-Pas-de-Calais - Picardie>Lille>Nord>Lille>Lille;Université Lille 2 - Droit et Santé;Université;INSTITUT DE CHIMIE PHARMACEUTIQUE UNIVERSITÉ DE LILLE 2;50.6052918194,3.03950844668;Composante d'université avec formation diplômante;;1972-01-09;25;Universités et INP hors écoles d'ingenieurs;0596045A;0593560Z;UNIVERSITE LILLE 2;0593560Z;;FR0124;Q11509930;https://www.wikidata.org/entity/Q11509930;grid.16780.38;https://www.grid.ac/institutes/grid.16780.38;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;3  RUE DU PROFESSEUR LAGUESSE;;BP83;59006;LILLE CEDEX;;UNIV;540
Nord-Pas-de-Calais - Picardie>Lille>Nord>Lille>Villeneuve-d'Ascq;Université Lille 3 - Charles-de-Gaulle;Université;UFR SCIENCES DE L'EDUCATION ET DES PRATIQUES DE FORMATION;50.6285300573,3.12784287236;Unité de formation et de recherche (hors santé);;1986-01-09;1521;Universités et INP hors écoles d'ingenieurs;0595761S;0593561A;UNIVERSITE LILLE 3;0593561A;;FR0125;Q1141586;https://www.wikidata.org/entity/Q1141586;grid.448803.3;https://www.grid.ac/institutes/grid.448803.3;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Nord-Pas-de-Calais - Picardie;100;;RUE DU BARREAU;DOMAINE PONT DE BOIS;BP60149;59653;VILLENEUVE D ASCQ CEDEX;;UNIV;539
Aquitaine - Limousin - Poitou-Charentes>Bordeaux>Pyrénées-Atlantiques>Pau>Pau;Université de Pau et des Pays de l'Adour;Université;SERVICE UNIVERSITAIRE DE MEDECINE PREVENTIVE ET DE PROMOTION DE LA SANTE  UNIVERSITE DE PAU ET DES PAYS DE L ADOUR;43.3191071648,-0.36468731216399997;Service commun de médecine préventive;Médecine préventive;1981-01-09;;Services communs des universités;0641689N;0640251A;UNIVERSITE PAU;0640251A;UPPA;FR0140;Q572968;https://www.wikidata.org/entity/Q572968;grid.5571.6;https://www.grid.ac/institutes/grid.5571.6;64445;Pau;UU64601;Pau;D064;Pyrénées-Atlantiques;A04;Bordeaux;R75;Aquitaine - Limousin - Poitou-Charentes;100;;2  RUE AUDREY BENGHOZI;;;64000;PAU;;SERV;527
Languedoc-Roussillon - Midi-Pyrénées>Montpellier>Pyrénées-Orientales>Perpignan>Perpignan;Université de Perpignan - Via Domitia;Université;DIRECTION DE L'ORIENTATION, DES STAGES  ET DE L'INSERTION PROFESSIONNELLE, UNIVERSITE DE PERPIGNAN;42.682877065,2.90181015325;Service commun d'information et d'orientation;Information et orientation;1996-01-10;;Services communs des universités;0660828S;0660437S;UNIVERSITE PERPIGNAN;0660437S;;FR0144;Q304872;https://www.wikidata.org/entity/Q304872;grid.11136.34;https://www.grid.ac/institutes/grid.11136.34;66136;Perpignan;UU66601;Perpignan;D066;Pyrénées-Orientales;A11;Montpellier;R76;Languedoc-Roussillon - Midi-Pyrénées;100;;52  AVENUE PAUL ALDUY;;;66860;PERPIGNAN CEDEX 9;;SERV;525
