rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips_voie_gt;ips_voie_pro;ips_ensemble_gt_pro;ecart_type_de_l_ips_voie_gt;ecart_type_de_l_ips_voie_pro
2016-2017;ROUEN;76;SEINE MARITIME;0760005T;LYCEE GENERAL ET TECHNOLOGIQUE THOMAS CORNEILLE;76057;BARENTIN;public;LEGT;111.8;;111.8;;
2016-2017;ROUEN;76;SEINE MARITIME;0760054W;LYCEE POLYVALENT PORTE OCEANE;76351;LE HAVRE;public;LPO;88.9;71.3;84.1;;
2016-2017;ROUEN;76;SEINE MARITIME;0761343X;LYCEE POLYVALENT PRIVE LA CHATAIGNERAIE;76429;LE MESNIL ESNARD;privé sous contrat;LPO;113.3;97.1;101.6;;
2016-2017;ROUEN;76;SEINE MARITIME;0761347B;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;76231;ELBEUF;privé sous contrat;LP;;82.8;82.8;;
2016-2017;ROUEN;76;SEINE MARITIME;0761708U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE FENELON;76231;ELBEUF;privé sous contrat;LEGT;118.4;;118.4;;
2016-2017;ROUEN;76;SEINE MARITIME;0761719F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SACRE COEUR;76540;ROUEN;privé sous contrat;LEGT;105.8;;105.8;;
2016-2017;ROUEN;76;SEINE MARITIME;0761721H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEAN XXIII;76758;YVETOT;privé sous contrat;LEGT;128.5;;128.5;;
2016-2017;ROUEN;76;SEINE MARITIME;0761735Y;LYCEE POLYVALENT PRIVE JEANNE D ARC;76552;SAINTE ADRESSE;privé sous contrat;LPO;103.6;84.8;91.6;;
2016-2017;ROUEN;76;SEINE MARITIME;0762836V;LYCEE PROFESSIONNEL FERNAND LEGER;76319;GRAND COURONNE;public;LP;;82.4;82.4;;
2016-2017;ROUEN;76;SEINE MARITIME;0762976X;LYCEE POLYVALENT FRANCOISE DE GRACE LYCEE DES METIERS DES SERVICES AUX PERSONNES AUX ENTREPRISES ET DU COMMERCE;76351;LE HAVRE;public;LPO;84.2;71.2;75.8;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0770931U;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE COUBERTIN;77284;MEAUX;public;LEGT;110.3;;110.3;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0770944H;LYCEE PROFESSIONNEL AUGUSTE PERDONNET;77464;THORIGNY SUR MARNE;public;LP;;84.6;84.6;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0771512A;LYCEE GENERAL ET TECHNOLOGIQUE VAN DONGEN;77243;LAGNY SUR MARNE;public;LEGT;119.8;;119.8;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772225A;LYCEE PROFESSIONNEL LINO VENTURA;77350;OZOIR LA FERRIERE;public;LPO;110.0;89.2;92.0;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772228D;LYCEE POLYVALENT CHARLES DE GAULLE LYCEE DES METIERS DE LA SANTE ET DU TRAVAIL SOCIAL;77259;LONGPERRIER;public;LPO;111.7;92.5;106.5;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772229E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN VILAR;77284;MEAUX;public;LEGT;105.7;;105.7;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772230F;LYCEE POLYVALENT BLAISE PASCAL;77053;BRIE COMTE ROBERT;public;LPO;123.4;101.1;119.0;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772290W;LYCEE GENERAL PRIVE SAINTE CROIX;77379;PROVINS;privé sous contrat;LEGT;128.2;;128.2;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772295B;LYCEE POLYVALENT LA TOUR DES DAMES;77393;ROZAY EN BRIE;public;LPO;117.8;92.8;112.6;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772332S;LYCEE POLYVALENT SONIA DELAUNAY;77067;CESSON;public;LPO;124.7;92.1;117.5;;
2016-2017;CRETEIL;77;SEINE-ET-MARNE;0772751X;LYCEE POLYVALENT CHARLOTTE DELBO;77153;DAMMARTIN EN GOELE;public;LPO;114.7;90.5;109.8;;
2016-2017;VERSAILLES;78;YVELINES;0780582J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN VILAR;78490;PLAISIR;public;LEGT;120.0;;120.0;;
2016-2017;VERSAILLES;78;YVELINES;0780584L;LYCEE PROFESSIONNEL HENRI MATISSE LYCEE DES METIERS DE LA PETITE ENFANCE ET DES SOINS A LA PERSONNE ET DU COMMERCE;78621;TRAPPES;public;LP;;84.2;84.2;;
2016-2017;VERSAILLES;78;YVELINES;0781581V;LYCEE PROFESSIONNEL PRIVE SAINT THOMAS;78551;SAINT GERMAIN EN LAYE;privé sous contrat;LP;;134.9;134.9;;
2016-2017;VERSAILLES;78;YVELINES;0781859X;LYCEE POLYVALENT VINCENT VAN GOGH;78029;AUBERGENVILLE;public;LPO;125.3;84.3;119.3;;
2016-2017;VERSAILLES;78;YVELINES;0781883Y;LYCEE POLYVALENT DUMONT D URVILLE;78383;MAUREPAS;public;LPO;111.2;90.0;106.4;;
2016-2017;VERSAILLES;78;YVELINES;0781898P;LYCEE POLYVALENT CHARLES DE GAULLE;78498;POISSY;public;LEGT;128.9;;128.9;;
2016-2017;VERSAILLES;78;YVELINES;0781899R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT FRANCOIS D ASSISE;78423;MONTIGNY LE BRETONNEUX;privé sous contrat;LEGT;149.9;;149.9;;
2016-2017;VERSAILLES;78;YVELINES;0781949V;LYCEE GENERAL ET TECHNOLOGIQUE DE VILLAROY;78297;GUYANCOURT;public;LEGT;126.0;;126.0;;
2016-2017;VERSAILLES;78;YVELINES;0781952Y;LYCEE POLYVALENT SONIA DELAUNAY;78674;VILLEPREUX;public;LEGT;126.6;;126.6;;
2016-2017;VERSAILLES;78;YVELINES;0781974X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT EXUPERY;78423;MONTIGNY LE BRETONNEUX;privé sous contrat;LEGT;140.1;;140.1;;
2016-2017;VERSAILLES;78;YVELINES;0782100J;LYCEE PROFESSIONNEL PRIVE LES CHATAIGNIERS;78646;VERSAILLES;privé sous contrat;LP;;109.2;109.2;;
2016-2017;VERSAILLES;78;YVELINES;0782539L;LYCEE GENERAL ET TECHNOLOGIQUE SAINT EXUPERY;78361;MANTES LA JOLIE;public;LEGT;103.4;;103.4;;
2016-2017;VERSAILLES;78;YVELINES;0782602E;LYCEE PROFESSIONNEL JEAN MOULIN LYCEE DES METIERS DE L ELECTRO ENERGETIQUE;78158;LE CHESNAY;public;LP;;91.5;91.5;;
2016-2017;VERSAILLES;78;YVELINES;0783323N;LYCEE TECHNOLOGIQUE PRIVE SAINT THOMAS DE VILLENEUVE;78551;SAINT GERMAIN EN LAYE;privé sous contrat;LEGT;143.2;;143.2;;
2016-2017;VERSAILLES;78;YVELINES;0783351U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DU GRANDCHAMP;78646;VERSAILLES;privé sous contrat;LEGT;143.4;;143.4;;
2016-2017;VERSAILLES;78;YVELINES;0783549J;LYCEE D ENSEIGNEMENT GENERAL INTERNATIONAL;78551;SAINT GERMAIN EN LAYE;public;LEGT;150.5;;150.5;;
2016-2017;VERSAILLES;78;YVELINES;0783657B;LYCEE D ENSEIGNEMENT GENERAL PRIVE SAINT AUGUSTIN;78551;SAINT GERMAIN EN LAYE;privé sous contrat;LEGT;149.4;;149.4;;
2016-2017;POITIERS;79;DEUX-SEVRES;0790024X;LYCEE GENERAL ET TECHNOLOGIQUE PAUL GUERIN;79191;NIORT;public;LEGT;119.6;;119.6;;
2016-2017;POITIERS;79;DEUX-SEVRES;0790029C;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST PEROCHON;79202;PARTHENAY;public;LEGT;109.1;;109.1;;
2016-2017;POITIERS;79;DEUX-SEVRES;0790038M;LYCEE PROFESSIONNEL JEAN MOULIN LYCEE DES METIERS DE LA PRODUCTION DE L HABITAT ET DES SERVICES;79329;THOUARS;public;LP;;82.0;82.0;;
2016-2017;POITIERS;79;DEUX-SEVRES;0790078F;LYCEE POLYVALENT PRIVE SAINT ANDRE;79191;NIORT;privé sous contrat;LPO;122.3;99.1;115.1;;
2016-2017;POITIERS;79;DEUX-SEVRES;0790090U;LYCEE PROFESSIONNEL LES GRIPPEAUX;79202;PARTHENAY;public;LP;;85.8;85.8;;
2016-2017;AMIENS;80;SOMME;0800011C;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE EDOUARD GAND LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ORGANISATIONS;80021;AMIENS;public;LEGT;90.6;;90.6;;
2016-2017;AMIENS;80;SOMME;0801207C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SACRE COEUR;80021;AMIENS;privé sous contrat;LEGT;113.3;;113.3;;
2016-2017;AMIENS;80;SOMME;0801231D;LYCEE PROFESSIONNEL PRIVE HENRY POTEZ;80523;MEAULTE;privé sous contrat;LP;;94.0;94.0;;
2016-2017;AMIENS;80;SOMME;0801888T;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT MARTIN LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;80021;AMIENS;privé sous contrat;LEGT;120.4;;120.4;;
2016-2017;AMIENS;80;SOMME;0801900F;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DE L AUTHIE LYCEE DES METIERS;80253;DOULLENS;public;LEGT;94.0;;94.0;;
2016-2017;TOULOUSE;81;TARN;0810004P;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS RASCOL LYCEE DES METIERS : PRODUITS PRODUCTION AUTOMATISEE ET GESTION EN PME;81004;ALBI;public;LEGT;110.9;;110.9;;
2016-2017;TOULOUSE;81;TARN;0810005R;LYCEE GENERAL BELLEVUE;81004;ALBI;public;LEGT;120.6;;120.6;;
2016-2017;TOULOUSE;81;TARN;0810018E;LYCEE PROFESSIONNEL ANNE VEAUTE LYCEE DES METIERS DU PARAMEDICAL ET DU TERTIAIRE;81065;CASTRES;public;LPO;107.0;88.6;90.1;;
2016-2017;TOULOUSE;81;TARN;0810068J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE D AMBOISE;81004;ALBI;privé sous contrat;LEGT;118.0;;118.0;;
2016-2017;TOULOUSE;81;TARN;0810108C;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC LYCEE DES METIERS DE LA VENTE;81163;MAZAMET;privé sous contrat;LP;;88.3;88.3;;
2016-2017;TOULOUSE;81;TARN;0810995S;LYCEE PROFESSIONNEL DOCTEUR CLEMENT DE PEMILLE;81105;GRAULHET;public;LP;;91.7;91.7;;
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820001F;LYCEE PROFESSIONNEL LYCEE DES METIERS DU BATIMENT ET DE LA TOPOGRAPHIE;82013;BEAUMONT DE LOMAGNE;public;LP;;95.2;95.2;;
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820016X;LYCEE GENERAL FRANCOIS MITTERRAND;82112;MOISSAC;public;LEGT;98.2;;98.2;;
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820551D;LYCEE PROFESSIONNEL PRIVE SAINT ROCH;82051;DURFORT LACAPELETTE;privé sous contrat;LP;;78.9;78.9;;
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;82126;MONTEILS;public;LEGT;107.1;;107.1;;
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820885S;LYCEE PROFESSIONNEL PRIVE DE COIFFURE SKHOLE D ART;82121;MONTAUBAN;privé sous contrat;LP;;96.2;96.2;;
2016-2017;NICE;83;VAR;0830098F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;83090;OLLIOULES;privé sous contrat;LEGT;128.7;;128.7;;
2016-2017;NICE;83;VAR;0830101J;LYCEE POLYVALENT PRIVE MAINTENON;83069;HYERES;privé sous contrat;LPO;130.5;118.8;128.4;;
2016-2017;NICE;83;VAR;0830661T;LYCEE PROFESSIONNEL CLARET LYCEE DES METIERS DU TERTIAIRE;83137;TOULON;public;LP;;75.4;75.4;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840017M;LYCEE GENERAL ET TECHNOLOGIQUE ISMAEL DAUPHIN;84035;CAVAILLON;public;LEGT;109.5;;109.5;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840041N;LYCEE PROFESSIONNEL MARIA CASARES;84007;AVIGNON;public;LP;;75.7;75.7;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840044S;LYCEE PROFESSIONNEL VICTOR HUGO;84031;CARPENTRAS;public;LP;;82.1;82.1;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840082H;LYCEE PROFESSIONNEL PRIVE VINCENT DE PAUL;84007;AVIGNON;privé sous contrat;LP;;85.9;85.9;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840113S;LYCEE PROFESSIONNEL ALEXANDRE DUMAS;84035;CAVAILLON;public;LP;;78.6;78.6;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840763Y;LYCEE PROFESSIONNEL L ARGENSOL;84087;ORANGE;public;LP;;86.2;86.2;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840940R;LYCEE TECHNOLOGIQUE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;84007;AVIGNON;privé sous contrat;LEGT;115.9;;115.9;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0841093G;A COMPLETER;84019;BOLLENE;public;LEGT;100.7;;100.7;;
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0841158C;LYCEE GENERAL PRIVE SAINT GABRIEL;84138;VALREAS;privé sous contrat;LEGT;97.4;;97.4;;
2016-2017;NANTES;85;VENDEE;0850027T;LYCEE POLYVALENT ALFRED KASTLER LYCEE DES METIERS DES SCIENCES ET TECHNOLOGIES DE LA CONSTRUCTION ET DE L INDUSTRIE;85191;LA ROCHE SUR YON;public;LPO;115.8;88.1;102.6;;
2016-2017;NANTES;85;VENDEE;0850032Y;LYCEE GENERAL ET TECHNOLOGIQUE SAVARY DE MAULEON;85194;LES SABLES D OLONNE;public;LEGT;111.0;;111.0;;
2016-2017;NANTES;85;VENDEE;0850033Z;LYCEE PROFESSIONNEL ERIC TABARLY;85166;OLONNE SUR MER;public;LP;;92.3;92.3;;
2016-2017;NANTES;85;VENDEE;0850077X;LYCEE POLYVALENT PRIVE SAINTE URSULE;85128;LUCON;privé sous contrat;LPO;111.0;104.2;110.3;;
2016-2017;NANTES;85;VENDEE;0850133H;LYCEE POLYVALENT PRIVE SAINTE MARIE DU PORT;85194;LES SABLES D OLONNE;privé sous contrat;LPO;114.9;97.0;109.5;;
2016-2017;NANTES;85;VENDEE;0850136L;LYCEE POLYVALENT PRIVE JEANNE D ARC LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;85146;MONTAIGU;privé sous contrat;LPO;112.9;96.0;108.5;;
2016-2017;NANTES;85;VENDEE;0851642Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT FRANCOIS D ASSISE;85191;LA ROCHE SUR YON;privé sous contrat;LEGT;131.7;;131.7;;
2016-2017;POITIERS;86;VIENNE;0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;86137;LOUDUN;public;LP;;82.8;82.8;;
2016-2017;POITIERS;86;VIENNE;0860038Z;LYCEE GENERAL ET TECHNOLOGIQUE ALIENOR D AQUITAINE;86194;POITIERS;public;LEGT;104.6;;104.6;;
2016-2017;POITIERS;86;VIENNE;0860823C;LYCEE PROFESSIONNEL REAUMUR LYCEE DES METIERS INDUSTRIELS SERVICES ET PROCESS;86194;POITIERS;public;LP;;89.8;89.8;;
2016-2017;POITIERS;86;VIENNE;0861223M;LYCEE PILOTE INNOVANT INTERNATIONAL;86115;JAUNAY CLAN;public;LEGT;129.5;;129.5;;
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870013S;LYCEE PROFESSIONNEL GEORGE SAND;87059;LE DORAT;public;LP;;75.0;75.0;;
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870015U;LYCEE GENERAL GAY LUSSAC;87085;LIMOGES;public;LEGT;116.0;;116.0;;
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870017W;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE RENOIR;87085;LIMOGES;public;LEGT;115.9;;115.9;;
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870097H;LYCEE TECHNOLOGIQUE PRIVE INSTITUT D ECONOMIE SOCIALE FAMILIALE;87085;LIMOGES;privé sous contrat;LP;;81.3;81.3;;
2016-2017;NANCY-METZ;88;VOSGES;0880013L;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE;88114;CONTREXEVILLE;public;LP;;79.1;79.1;;
2016-2017;NANCY-METZ;88;VOSGES;0880031F;LYCEE PROFESSIONNEL PIERRE GILLES DE GENNES LYCEE DES METIERS DE L AUTOMOBILE DES TRANSPORTS ET DES PROCEDES;88196;GERARDMER;public;LP;;81.8;81.8;;
2016-2017;NANCY-METZ;88;VOSGES;0880040R;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE ET MARIE CURIE;88321;NEUFCHATEAU;public;LPO;103.4;87.8;100.5;;
2016-2017;NANCY-METZ;88;VOSGES;0880101G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME SAINT JOSEPH;88160;EPINAL;privé sous contrat;LEGT;118.7;;118.7;;
2016-2017;DIJON;89;YONNE;0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;89025;AVALLON;public;LPO;106.7;87.8;102.6;;
2016-2017;DIJON;89;YONNE;0890067P;LYCEE POLYVALENT PRIVE SAINT ETIENNE;89387;SENS;privé sous contrat;LPO;113.4;89.1;109.7;;
2016-2017;BESANCON;90;TERRITOIRE DE BELFORT;0900003P;LYCEE GENERAL ET TECHNOLOGIQUE GUSTAVE COURBET;90010;BELFORT;public;LEGT;119.3;;119.3;;
2016-2017;VERSAILLES;91;ESSONNE;0910620E;LYCEE POLYVALENT ROBERT DOISNEAU LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET DE L INDUSTRIE;91174;CORBEIL ESSONNES;public;LPO;103.9;81.1;98.6;;
2016-2017;VERSAILLES;91;ESSONNE;0910627M;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COROT;91589;SAVIGNY SUR ORGE;public;LEGT;117.7;;117.7;;
2016-2017;VERSAILLES;91;ESSONNE;0910631S;LYCEE PROFESSIONNEL JEAN MONNET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;91326;JUVISY SUR ORGE;public;LP;;86.1;86.1;;
2016-2017;VERSAILLES;91;ESSONNE;0910687C;LYCEE GENERAL ET TECHNOLOGIQUE FUSTEL DE COULANGES;91377;MASSY;public;LEGT;124.1;;124.1;;
2016-2017;VERSAILLES;91;ESSONNE;0911021R;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS JOSEPH TALMA;91114;BRUNOY;public;LEGT;120.9;;120.9;;
2016-2017;VERSAILLES;91;ESSONNE;0911264E;LYCEE POLYVALENT PRIVE SECTION DE TECHNICIEN SUPERIEUR CLASSES PREPARATOIRES AUX GRANDES ECOLES D OPTOMETRIE;91122;BURES SUR YVETTE;privé sous contrat;LP;;127.1;127.1;;
2016-2017;VERSAILLES;91;ESSONNE;0911346U;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT EINSTEIN;91549;SAINTE GENEVIEVE DES BOIS;public;LEGT;108.1;;108.1;;
2016-2017;VERSAILLES;91;ESSONNE;0911578W;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE;91521;RIS ORANGIS;public;LP;;79.7;79.7;;
2016-2017;VERSAILLES;91;ESSONNE;0911913K;LYCEE GENERAL ET TECHNOLOGIQUE VALLEE DE CHEVREUSE;91272;GIF SUR YVETTE;public;LEGT;145.8;;145.8;;
2016-2017;VERSAILLES;91;ESSONNE;0911938M;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;91477;PALAISEAU;public;LEGT;135.0;;135.0;;
2016-2017;VERSAILLES;91;ESSONNE;0911946W;LYCEE POLYVALENT LEONARD DE VINCI;91570;SAINT MICHEL SUR ORGE;public;LPO;108.4;86.6;101.8;;
2016-2017;VERSAILLES;91;ESSONNE;0911962N;LYCEE POLYVALENT MARIE LAURENCIN;91386;MENNECY;public;LPO;124.6;90.5;120.1;;
2016-2017;VERSAILLES;91;ESSONNE;0912117G;LYCEE POLYVALENT PRIVE NOTRE DAME DE SION;91228;EVRY;privé sous contrat;LPO;140.1;130.2;138.8;;
2016-2017;VERSAILLES;91;ESSONNE;0912161E;LYCEE POLYVALENT PRIVE SAINT LEON;91174;CORBEIL ESSONNES;privé sous contrat;LPO;131.1;113.9;126.8;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920132U;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;92009;BOIS COLOMBES;public;LEGT;123.1;;123.1;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920146J;LYCEE GENERAL MARIE CURIE;92071;SCEAUX;public;LEGT;143.3;;143.3;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920150N;LYCEE PROFESSIONNEL DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITECTURE ET DE L HABITAT;92004;ASNIERES SUR SEINE;public;LP;;89.4;89.4;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920166F;LYCEE PROFESSIONNEL VASSILY KANDINSKY LYCEE DES METIERS DE L ESTHETIQUE ET DES SERVICES A LA PERSONNE;92051;NEUILLY SUR SEINE;public;LP;;85.2;85.2;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920801W;LYCEE GENERAL ET TECHNOLOGIQUE ALEXANDRE DUMAS;92064;SAINT CLOUD;public;LEGT;137.6;;137.6;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920889S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE GENEVIEVE;92004;ASNIERES SUR SEINE;privé sous contrat;LEGT;149.0;;149.0;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920898B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE RAMBAM;92012;BOULOGNE BILLANCOURT;privé sous contrat;LEGT;143.3;;143.3;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920904H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE LA CROIX;92002;ANTONY;privé sous contrat;LEGT;147.4;;147.4;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920916W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA SOURCE;92048;MEUDON;privé sous contrat;LEGT;144.8;;144.8;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920921B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT DOMINIQUE;92051;NEUILLY SUR SEINE;privé sous contrat;LEGT;151.1;;151.1;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920981S;LYCEE PROFESSIONNEL PRIVE SAINT PHILIPPE;92048;MEUDON;privé sous contrat;LP;;94.6;94.6;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921156G;LYCEE POLYVALENT GALILEE LYCEE DES METIERS DE LA CHIMIE DE LA PLASTURGIE ET DES BIOTECHNOLOGIES;92036;GENNEVILLIERS;public;LPO;96.4;87.9;95.8;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921484N;LYCEE POLYVALENT PRIVE MONTALEMBERT LYCEE DES METIERS;92026;COURBEVOIE;privé sous contrat;LEGT;141.3;;141.3;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921663H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;92025;COLOMBES;privé sous contrat;LEGT;130.1;;130.1;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921677Y;LYCEE PROFESSIONNEL PAUL LANGEVIN;92050;NANTERRE;public;LP;;87.9;87.9;;
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0922464D;LYCEE POLYVALENT LOUISE MICHEL;92050;NANTERRE;public;LP;;89.0;89.0;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930127H;LYCEE GENERAL ET TECHNOLOGIQUE CLEMENCEAU;93077;VILLEMOMBLE;public;LEGT;108.2;;108.2;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930129K;LYCEE PROFESSIONNEL MADELEINE VIONNET;93010;BONDY;public;LP;;74.9;74.9;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930831Y;LYCEE PROFESSIONNEL ARISTIDE BRIAND LYCEE DES METIERS DE L AERIEN;93007;LE BLANC MESNIL;public;LPO;68.4;80.3;79.9;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930833A;LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE JEAN ZAY;93005;AULNAY SOUS BOIS;public;LEGT;100.2;;100.2;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930960N;LYCEE PROFESSIONNEL PRIVE ORT;93048;MONTREUIL;privé sous contrat;LP;;97.6;97.6;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931193S;LYCEE PROFESSIONNEL HELENE BOUCHER LYCEE DES METIERS DU TRANSPORT;93073;TREMBLAY EN FRANCE;public;LP;;77.6;77.6;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931198X;LYCEE PROFESSIONNEL ALFRED COSTES LYCEE DES METIERS DE LA COMMUNICATION ET DE L INDUSTRIE GRAPHIQUE;93008;BOBIGNY;public;LP;;85.8;85.8;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931233K;LYCEE PROFESSIONNEL JEAN BAPTISTE CLEMENT;93032;GAGNY;public;LP;;77.0;77.0;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931464L;LYCEE GENERAL PRIVE MERKAZ HATORAH GARCONS;93032;GAGNY;privé sous contrat;LEGT;134.2;;134.2;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931565W;LYCEE GENERAL ET TECHNOLOGIQUE FLORA TRISTAN;93051;NOISY LE GRAND;public;LEGT;111.0;;111.0;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931735F;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;93031;EPINAY SUR SEINE;public;LPO;74.6;73.1;73.3;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931796X;LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE O R T;93048;MONTREUIL;privé sous contrat;LEGT;111.9;;111.9;;
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931797Y;LYCEE POLYVALENT PRIVE JEAN BAPTISTE DE LA SALLE;93066;SAINT DENIS;privé sous contrat;LPO;106.4;94.6;104.8;;
